account,type,residence,date_joined,indication_coupon,first_deposit_amount,first_deposit_date,first_transaction_amount,first_transaction_date,balance_amount
3565,type_6,id,2017-08-08,308,9090.91,2017-08-08,2.0,2017-08-08,-90909.21
5216,type_6,lv,2018-07-15,308,9090.91,2018-07-15,49.4285714285714,2018-07-15,6220.63
3165,type_6,id,2017-04-22,308,9090.91,2017-04-22,1.55666666666667,2018-02-19,-190909.61
5906,type_6,id,2018-11-25,308,9090.91,2018-11-25,,,9090.91
1778,type_1,co,2018-02-05,95,,,,,
3313,type_6,id,2017-05-31,308,9090.91,2017-05-31,0.245824175824176,2017-05-31,-791052.12
5035,type_6,ua,2018-06-21,308,9090.91,2018-06-21,2.0,2018-07-30,9088.47
4143,type_6,ng,2017-12-29,308,9090.91,2017-12-29,,,9090.91
3301,type_6,br,2017-05-28,308,9090.91,2017-05-28,,,-90909.09
2632,type_2,fr,2017-09-12,308,4171.65,2017-09-15,531.286774193548,2017-09-15,3770.62
1087,type_1,br,2017-03-11,96,,,,,
1639,type_1,id,2017-12-20,259,100.0,2017-12-27,0.293125,2017-12-27,2081.71
2817,type_6,id,2017-01-18,25,9090.91,2017-01-18,0.377777777777778,2017-01-18,-286966.18
5625,type_6,"",2018-09-27,308,9090.91,2018-09-27,2.0,2018-09-27,9082.91
5152,type_6,id,2018-07-06,308,9090.91,2018-07-06,99.2738686131387,2018-07-06,17510.36
2204,type_1,id,2018-07-05,308,50.0,2018-12-01,1.005,2018-12-01,49.53
2762,type_6,id,2017-01-03,308,9090.91,2017-01-03,10.6666666666667,2017-01-03,-90905.99
4014,type_6,id,2017-12-01,308,9090.91,2017-12-01,24.9403191489362,2017-12-01,-556513.58
2148,type_1,vn,2018-06-13,308,480.0,2018-07-11,0.0890909090909091,2018-07-11,476.38
3116,type_6,id,2017-04-09,308,9090.91,2017-04-09,4.92243243243243,2017-04-09,-90941.29
2705,type_3,cz,2018-08-11,308,,,,,
2264,type_1,id,2018-07-20,308,,,,,
2211,type_1,id,2018-07-07,308,,,,,
3615,type_6,id,2017-08-23,41,9090.91,2017-08-23,4.62,2017-08-23,-26572845.11
1949,type_1,cn,2018-03-31,116,,,,,
2029,type_1,id,2018-04-23,308,,,,,
1721,type_1,id,2018-01-19,308,100.0,2018-01-27,2.01,2018-01-27,496.79
5163,type_6,"",2018-07-07,308,9090.91,2018-07-07,,,9090.91
4209,type_6,za,2018-01-13,115,9090.91,2018-01-13,1.03,2018-01-13,9089.17
4324,type_6,pt,2018-02-08,308,9090.91,2018-02-08,,,9090.91
2004,type_1,id,2018-04-17,308,,,,,
5100,type_6,in,2018-06-30,308,9090.91,2018-06-30,2.0,2018-06-30,9091.78
1957,type_1,lk,2018-04-02,308,,,,,
2396,type_1,hn,2018-09-15,308,,,,,
5921,type_6,th,2018-11-28,308,9090.91,2018-11-28,8.90909090909091,2018-11-28,9008.61
2996,type_6,id,2017-03-08,308,9090.91,2017-03-08,,,-90909.09
3511,type_6,mx,2017-07-27,308,9090.91,2017-07-27,1.046875,2017-07-27,-190914.95
5630,type_6,vn,2018-09-29,308,9090.91,2018-09-29,,,9090.91
5245,type_6,es,2018-07-19,308,9090.91,2018-07-19,2.0,2018-07-19,9031.31
4519,type_6,vn,2018-03-18,308,9090.91,2018-03-18,0.2,2018-03-18,8035.42
4029,type_6,id,2017-12-05,308,9090.91,2017-12-05,7.96666666666667,2017-12-05,-90960.66
5049,type_6,id,2018-06-24,308,9090.91,2018-06-24,2.0,2018-06-25,9089.69
1355,type_1,vn,2017-09-24,308,,,,,
1654,type_1,ge,2017-12-27,308,,,,,
1605,type_1,ag,2017-12-13,308,304.96,2017-12-14,0.71,2017-12-17,304.83
1420,type_1,za,2017-10-23,308,,,,,
2455,type_1,id,2018-10-04,308,,,,,
4892,type_6,"",2018-05-26,308,9090.91,2018-05-26,,,9090.91
5983,type_6,uz,2018-12-10,308,9090.91,2018-12-10,,,9090.91
2196,type_1,in,2018-07-02,308,,,,,
3416,type_6,br,2017-07-02,308,9090.91,2017-07-02,,,-90909.09
1680,type_1,br,2018-01-04,308,448.52,2018-01-06,1.06,2018-01-07,-1500.63
2764,type_6,id,2017-01-04,308,9090.91,2017-01-04,2.5,2017-01-04,-1891111.48
2963,type_6,ru,2017-02-26,308,9090.91,2017-02-26,1.03,2017-03-04,-190908.94
4652,type_6,ph,2018-04-12,308,9090.91,2018-04-12,,,9090.91
1373,type_1,pk,2017-10-06,41,312.7,2017-10-08,0.601851851851852,2017-10-08,-2282.66
3306,type_6,id,2017-05-29,308,9090.91,2017-05-29,0.205,2017-05-29,-90909.03
2598,type_1,vn,2018-11-30,308,195.666666666667,2018-11-30,1.07955223880597,2018-11-30,1356.97
2136,type_1,kh,2018-06-08,308,,,,,
1740,type_1,za,2018-01-24,41,,,,,
5698,type_6,in,2018-10-12,308,9090.91,2018-10-12,,,9090.91
4557,type_6,br,2018-03-24,308,9090.91,2018-03-24,0.635,2018-03-24,9067.44
2911,type_6,ua,2017-02-13,308,9090.91,2017-02-13,66.7333333333333,2017-02-13,-91031.37
3566,type_6,id,2017-08-08,308,9090.91,2017-08-08,0.2,2017-08-08,-1291239.06
3626,type_6,br,2017-08-25,308,9090.91,2017-08-25,1.03,2017-08-26,-290908.88
5751,type_6,br,2018-10-22,308,9090.91,2018-10-22,2.0,2018-10-22,9091.45
4798,type_6,by,2018-05-12,308,9090.91,2018-05-12,,,9090.91
2304,type_1,id,2018-08-10,308,,,,,
2815,type_6,tr,2017-01-17,308,9090.91,2017-01-17,1.51,2017-01-17,-190910.6
5319,type_6,za,2018-08-04,308,9090.91,2018-08-04,,,9090.91
5550,type_6,jm,2018-09-17,308,9090.91,2018-09-17,400.0,2018-09-17,8723.88
3436,type_6,br,2017-07-08,308,9090.91,2017-07-08,,,-90909.09
5197,type_6,id,2018-07-13,308,9090.91,2018-07-13,,,9090.91
3918,type_6,gh,2017-11-12,308,9090.91,2017-11-12,,,-90909.09
1443,type_1,ru,2017-10-30,308,,,,,
5692,type_6,id,2018-10-11,308,9090.91,2018-10-11,1.48717948717949,2018-10-11,16721.8
2205,type_1,vn,2018-07-05,308,500.0,2018-07-06,0.232170542635659,2018-07-06,1021.63
5417,type_6,"",2018-08-25,308,9090.91,2018-08-25,4.0,2018-08-25,9074.76
5429,type_6,id,2018-08-27,308,9090.91,2018-08-27,0.424605678233438,2018-08-27,9013.39
2159,type_1,co,2018-06-19,308,1500.0,2018-06-23,0.461781170483461,2018-06-23,-413.88
1423,type_1,br,2017-10-23,308,,,,,
5519,type_6,br,2018-09-10,308,9090.91,2018-09-10,,,9090.91
5765,type_6,lk,2018-10-25,308,9090.91,2018-10-25,0.2,2018-10-25,9072.59
3900,type_6,ng,2017-11-07,308,9090.91,2017-11-07,,,-90909.09
5914,type_6,br,2018-11-26,308,9090.91,2018-11-26,,,9090.91
3413,type_6,id,2017-07-02,308,9090.91,2017-07-02,,,-90909.09
5221,type_6,vn,2018-07-16,308,9090.91,2018-07-16,30.0,2018-07-16,8808.18
4573,type_6,ru,2018-03-27,308,9090.91,2018-03-27,,,9090.91
3067,type_6,br,2017-03-27,308,9090.91,2017-03-27,121.6346875,2017-03-27,-92509.08
5776,type_6,id,2018-10-27,308,9090.91,2018-10-27,200.0,2018-11-02,8724.43
2236,type_1,id,2018-07-14,308,168.9,2018-07-14,0.339701492537313,2018-07-14,120.87
1478,type_1,vn,2017-11-09,308,,,,,
4264,type_6,br,2018-01-26,207,9090.91,2018-01-26,0.167692307692308,2018-02-15,9002.62
3791,type_6,de,2017-10-11,308,9090.91,2017-10-11,1.10333333333333,2017-10-11,-90911.11
4364,type_6,br,2018-02-18,308,9090.91,2018-02-18,,,9090.91
3715,type_6,br,2017-09-21,308,9090.91,2017-09-21,,,-90909.09
5813,type_6,mw,2018-11-04,308,9090.91,2018-11-04,,,9090.91
2137,type_1,id,2018-06-09,308,,,,,
3691,type_6,id,2017-09-15,90,9090.91,2017-09-15,47.4813888888889,2018-08-31,-2273078.25
2101,type_1,sn,2018-05-28,308,,,,,
4659,type_6,id,2018-04-13,308,9090.91,2018-04-13,,,9090.91
4066,type_6,id,2017-12-14,308,9090.91,2017-12-14,1.03,2017-12-14,-90909.9
2400,type_1,id,2018-09-16,308,,,,,
3180,type_6,in,2017-04-24,188,9090.91,2017-04-24,1.06,2017-04-24,-1291307.69
4872,type_6,ua,2018-05-23,308,9090.91,2018-05-23,,,9090.91
4809,type_6,"",2018-05-14,308,9090.91,2018-05-14,,,9090.91
5783,type_6,ru,2018-10-28,308,9090.91,2018-10-28,0.309090909090909,2018-10-29,9013.37
3688,type_6,id,2017-09-15,308,9090.91,2017-09-15,1.04666666666667,2017-09-15,-192822.77
2168,type_1,br,2018-06-21,308,,,,,
4362,type_6,ng,2018-02-17,308,9090.91,2018-02-17,1.03,2018-02-17,9088.48
3914,type_6,br,2017-11-09,246,9090.91,2017-11-09,1.11,2018-06-13,-290933.17
3443,type_6,ar,2017-07-10,308,9090.91,2017-07-10,,,-90909.09
2979,type_6,id,2017-03-02,308,9090.91,2017-03-02,4.21,2017-03-02,-90913.45
2582,type_1,id,2018-11-26,308,,,,,
4546,type_6,ve,2018-03-22,308,9090.91,2018-03-22,,,9090.91
1249,type_1,id,2017-08-07,308,,,,,
1411,type_1,id,2017-10-19,308,,,,,
5264,type_6,ru,2018-07-24,308,9090.91,2018-07-24,2.0,2018-07-24,9091.28
4913,type_6,ru,2018-05-30,308,9090.91,2018-05-30,2.0,2018-07-10,9014.09
5911,type_6,pk,2018-11-26,308,9090.91,2018-11-26,,,9090.91
3164,type_6,id,2017-04-22,187,9090.91,2017-04-22,,,-90909.09
4472,type_6,ng,2018-03-10,308,9090.91,2018-03-10,,,9090.91
4881,type_6,"",2018-05-25,308,9090.91,2018-05-25,0.382,2018-05-25,-10620.58
1727,type_1,id,2018-01-20,308,702.77,2018-01-20,1.0300518134715,2018-01-20,2060.87
5928,type_6,co,2018-11-28,308,9090.91,2018-11-28,,,9090.91
2738,type_4,gb,2018-09-12,308,,,,,
2751,type_5,ax,2017-05-03,308,,2017-05-03,,,0.0
5642,type_6,pe,2018-10-01,308,9090.91,2018-10-01,4.0,2018-10-01,9022.78
3059,type_6,id,2017-03-26,308,9090.91,2017-03-26,54.5000285714286,2017-03-26,-195914.49
4945,type_6,"",2018-06-04,308,9090.91,2018-06-04,1.22,2018-06-04,9090.17
4767,type_6,kw,2018-05-04,308,9090.91,2018-05-04,1.07,2018-05-04,9090.26
1206,type_1,id,2017-07-03,308,50.0,2017-07-03,0.534020618556701,2017-07-03,523.88
1282,type_1,id,2017-08-24,308,,,,,
3320,type_6,in,2017-06-02,308,9090.91,2017-06-02,,,-90909.09
1877,type_1,br,2018-03-09,149,100.0,2018-03-10,0.135860927152318,2018-03-10,346.36
1578,type_1,id,2017-12-06,96,,,,,
2879,type_6,id,2017-02-03,308,9090.91,2017-02-03,534.789507042253,2017-02-03,-3406138.21
4162,type_6,ph,2018-01-02,308,9090.91,2018-01-02,,,9090.91
3084,type_6,th,2017-03-30,308,9090.91,2017-03-30,,,-90909.09
1916,type_1,id,2018-03-19,299,18250.0,2018-03-20,122.33,2018-03-20,-51132.6
4045,type_6,cn,2017-12-10,223,9090.91,2017-12-10,,,-90909.09
3397,type_6,id,2017-06-23,202,9090.91,2017-06-23,,,-90909.09
4597,type_6,br,2018-04-01,308,9090.91,2018-04-01,,,9090.91
2366,type_1,id,2018-09-05,308,246.7,2018-09-05,2.44333333333333,2018-09-05,244.06
3953,type_6,gb,2017-11-18,308,9090.91,2017-11-18,2.884,2017-11-18,-990953.53
2113,type_1,br,2018-05-30,308,,,,,
4919,type_6,vn,2018-05-31,308,9090.91,2018-05-31,60.4207228915663,2018-05-31,6075.94
5723,type_6,id,2018-10-18,308,9090.91,2018-10-18,,,9090.91
3120,type_6,pl,2017-04-09,308,9090.91,2017-04-09,2.0,2017-04-09,-792759.51
3967,type_6,br,2017-11-21,308,9090.91,2017-11-21,,,-90909.09
5112,type_6,id,2018-07-02,308,9090.91,2018-07-02,0.5990625,2018-07-02,2573.37000000005
2357,type_1,br,2018-08-30,308,,,,,
3089,type_6,ng,2017-03-31,308,9090.91,2017-03-31,1.03,2017-03-31,-10269713.24
3023,type_6,pk,2017-03-15,308,9090.91,2017-03-15,1000.0,2017-03-15,-86263.25
1847,type_1,id,2018-03-01,58,,,,,
5817,type_6,az,2018-11-04,308,9090.91,2018-11-04,,,9090.91
3739,type_6,id,2017-09-28,308,9090.91,2017-09-28,1.40296296296296,2017-09-28,-1606066.45
2577,type_1,id,2018-11-24,308,,,,,
5199,type_6,"",2018-07-13,308,9090.91,2018-07-13,,,9090.91
1782,type_1,ng,2018-02-07,308,187.64,2018-02-07,0.315,2018-02-08,-994.52
3296,type_6,gb,2017-05-27,308,9090.91,2017-05-27,,,-90909.09
1099,type_1,id,2017-03-25,308,,,,,
3710,type_6,id,2017-09-20,308,9090.91,2017-09-20,122.960819672131,2017-09-21,-18269902.37
4943,type_6,"",2018-06-04,308,9090.91,2018-06-04,19.5742857142857,2018-06-04,9031.35
4158,type_6,in,2018-01-01,308,9090.91,2018-01-01,176.6136,2018-01-30,7343.11
5175,type_6,"",2018-07-09,308,9090.91,2018-07-09,,,9090.91
4056,type_6,ru,2017-12-12,308,9090.91,2017-12-12,,,-90909.09
4376,type_6,id,2018-02-21,308,9090.91,2018-02-21,0.327637362637363,2018-03-16,8109.39
4551,type_6,dz,2018-03-23,308,9090.91,2018-03-23,,,9090.91
2390,type_1,id,2018-09-13,308,2531.6,2018-09-17,11.2925925925926,2018-09-17,-703.89
1755,type_1,id,2018-01-30,308,106.3,2018-02-08,0.225,2018-02-24,-1357.09
2006,type_1,ng,2018-04-17,308,,,,,
2487,type_1,gh,2018-10-15,308,,,,,
4407,type_6,vn,2018-02-28,308,9090.91,2018-02-28,,,9090.91
5718,type_6,"",2018-10-17,308,9090.91,2018-10-17,3.6,2018-10-17,9088.52
4795,type_6,gb,2018-05-10,308,9090.91,2018-05-10,,,9090.91
5059,type_6,eg,2018-06-25,308,9090.91,2018-06-25,2.0,2018-07-06,9089.69
5235,type_6,id,2018-07-18,308,9090.91,2018-07-18,31.818995215311,2018-07-18,17558.38
4948,type_6,"",2018-06-05,308,9090.91,2018-06-05,,,9090.91
5628,type_6,id,2018-09-28,308,9090.91,2018-09-28,2.0,2018-09-28,9063.88
1579,type_1,id,2017-12-06,308,,,,,
5194,type_6,id,2018-07-13,308,9090.91,2018-07-13,16.35,2018-07-14,6398.51
2641,type_2,lt,2018-01-15,308,,,,,
2727,type_4,gb,2017-12-23,41,16202.32,2017-12-27,2046.86,2018-01-09,-14404.8
3218,type_6,id,2017-05-03,43,9090.91,2017-05-03,1.07333333333333,2017-05-04,-190909.92
2524,type_1,in,2018-10-30,308,,,,,
1906,type_1,id,2018-03-17,110,,,,,
3138,type_6,id,2017-04-14,308,9090.91,2017-04-14,0.416898734177215,2017-04-14,-1391444.1
1031,type_1,br,2017-01-24,308,150.0,2017-01-24,0.350454545454545,2017-01-24,134.57
1153,type_1,ru,2017-04-30,308,500.0,2017-05-01,0.703571428571429,2017-05-01,477.72
1453,type_1,br,2017-11-02,185,1000.0,2017-11-08,1.82,2017-11-10,3232.71
3998,type_6,id,2017-11-27,308,9090.91,2017-11-27,,,-90909.09
2603,type_1,id,2018-12-02,308,,,,,
1083,type_1,cn,2017-03-09,308,,,,,
3835,type_6,ru,2017-10-22,308,9090.91,2017-10-22,6.055,2017-10-23,-691078.38
1978,type_1,br,2018-04-09,308,11077.9,2018-04-26,2.42991769547325,2018-04-26,10573.15
2246,type_1,vn,2018-07-17,308,480.0,2018-07-17,0.241130298273155,2018-07-17,-646.09
1103,type_1,lk,2017-03-28,308,1420.0,2017-05-19,0.2,2017-05-23,2595.44
3531,type_6,ru,2017-07-31,308,9090.91,2017-07-31,1.11,2017-07-31,-90908.99
5267,type_6,br,2018-07-24,308,9090.91,2018-07-24,3.67272727272727,2018-11-09,9082.08
4239,type_6,ng,2018-01-19,308,9090.91,2018-01-19,1.07,2018-01-19,9090.26
4904,type_6,"",2018-05-28,308,9090.91,2018-05-28,1.12,2018-05-28,9090.23
3068,type_6,ru,2017-03-28,308,9090.91,2017-03-28,160.0,2017-03-28,-90846.14
5125,type_6,lk,2018-07-03,308,9090.91,2018-07-03,1.72727272727273,2018-07-04,9069.61
4600,type_6,"",2018-04-02,308,9090.91,2018-04-02,,,9090.91
5959,type_6,ax,2018-12-05,308,9090.91,2018-12-05,0.32,2018-12-05,9090.36
4035,type_6,br,2017-12-07,308,9090.91,2017-12-07,,,-90909.09
5127,type_6,ph,2018-07-04,308,9090.91,2018-07-04,2.28,2018-07-04,9090.15
1542,type_1,id,2017-11-25,271,,,,,
1982,type_1,id,2018-04-10,298,,,,,
4245,type_6,id,2018-01-20,308,9090.91,2018-01-20,561.734285714286,2018-01-20,7540.71
3092,type_6,id,2017-04-01,308,9090.91,2017-04-01,,,-90909.09
1317,type_1,za,2017-09-05,116,,,,,
5710,type_6,br,2018-10-15,308,9090.91,2018-10-15,2.0,2018-10-15,9089.92
2646,type_2,gb,2018-02-13,10,1384.5,2018-03-06,314.66,2018-03-06,-1064.60000000001
1644,type_1,id,2017-12-23,308,,,,,
5607,type_6,"",2018-09-25,308,9090.91,2018-09-25,,,9090.91
4984,type_6,vn,2018-06-12,308,9090.91,2018-06-12,2.0,2018-07-10,9088.89
1356,type_1,lk,2017-09-24,41,,,,,
4612,type_6,th,2018-04-04,308,9090.91,2018-04-04,,,9090.91
1121,type_1,ru,2017-04-09,4,500.0,2017-05-31,1.0398275862069,2017-05-31,831.44
1347,type_1,br,2017-09-19,207,,,,,
3460,type_6,id,2017-07-13,308,9090.91,2017-07-13,280.4,2017-07-13,-853861.56
1752,type_1,ru,2018-01-28,53,,,,,
3709,type_6,in,2017-09-20,308,9090.91,2017-09-20,,,-90909.09
4254,type_6,za,2018-01-23,103,9090.91,2018-01-23,,,9090.91
3646,type_6,pk,2017-08-31,24,9090.91,2017-08-31,,,-90909.09
2860,type_6,mx,2017-01-29,308,9090.91,2017-01-29,20.0,2018-10-04,-190921.31
5001,type_6,by,2018-06-15,308,9090.91,2018-06-15,1.09,2018-06-15,9090.24
5664,type_6,ng,2018-10-04,308,9090.91,2018-10-04,3.83333333333333,2018-10-08,6261.16
5018,type_6,id,2018-06-18,308,9090.91,2018-06-18,97.9214285714286,2018-06-18,7762.7
1181,type_1,id,2017-06-01,59,100.0,2017-06-01,0.3646,2017-06-01,-1602.68
5169,type_6,id,2018-07-09,308,9090.91,2018-07-09,,,9090.91
1209,type_1,ng,2017-07-09,308,,,,,
1207,type_1,cn,2017-07-04,116,,,,,
5861,type_6,bf,2018-11-14,308,9090.91,2018-11-14,2.0,2018-11-14,9091.14
4322,type_6,co,2018-02-08,308,9090.91,2018-02-08,,,9090.91
3964,type_6,id,2017-11-20,308,9090.91,2017-11-20,10.71,2017-11-22,-391206.46
2098,type_1,kh,2018-05-27,308,,,,,
4195,type_6,br,2018-01-11,177,9090.91,2018-01-11,,,9090.91
2571,type_1,vn,2018-11-22,308,,,,,
3199,type_6,tr,2017-04-27,308,9090.91,2017-04-27,1.08363636363636,2017-04-30,-290912.05
5395,type_6,ru,2018-08-21,308,9090.91,2018-08-21,2.0,2018-08-21,9091.1
1670,type_1,id,2018-01-02,308,,,,,
3563,type_6,gb,2017-08-07,308,9090.91,2017-08-07,,,-90909.09
2946,type_6,id,2017-02-23,308,9090.91,2017-02-23,3.7175,2017-02-23,-190917.51
4295,type_6,eg,2018-02-01,308,9090.91,2018-02-01,,,9090.91
2345,type_1,br,2018-08-26,308,1973.7,2018-08-29,0.798026315789474,2018-08-30,1953.67
2519,type_1,sg,2018-10-28,308,,,,,
2445,type_1,id,2018-10-01,308,150.0,2018-10-03,1.10222222222222,2018-10-03,2850.35
3239,type_6,za,2017-05-08,308,9090.91,2017-05-08,1.52,2017-05-08,-90909.47
5471,type_6,id,2018-09-03,308,9090.91,2018-09-03,0.4,2018-09-03,-860.370000000006
3787,type_6,mx,2017-10-10,308,9090.91,2017-10-10,0.172441860465116,2017-10-10,-3196120.25
4330,type_6,in,2018-02-09,308,9090.91,2018-02-09,,,9090.91
4455,type_6,kz,2018-03-07,308,9090.91,2018-03-07,1.13,2018-03-07,9091.0
1561,type_1,br,2017-11-30,249,,,,,
1830,type_1,pk,2018-02-23,116,,,,,
2502,type_1,id,2018-10-21,308,,,,,
5858,type_6,vn,2018-11-14,308,9090.91,2018-11-14,0.2,2018-11-14,9090.82
1440,type_1,id,2017-10-30,308,,,,,
4210,type_6,dm,2018-01-13,308,9090.91,2018-01-13,,,9090.91
2001,type_1,bo,2018-04-16,41,250.0,2018-04-16,0.54,2018-04-16,494.43
1432,type_1,tz,2017-10-26,308,,,,,
2163,type_1,id,2018-06-20,308,,,,,
4055,type_6,id,2017-12-12,237,9090.91,2017-12-12,2.0,2017-12-12,-291022.15
5424,type_6,ng,2018-08-26,308,9090.91,2018-08-26,2.0,2018-08-26,38516.55
4305,type_6,br,2018-02-03,308,9090.91,2018-02-03,0.364782608695652,2018-02-03,6575.24
2278,type_1,id,2018-07-25,308,,,,,
2897,type_6,id,2017-02-09,308,9090.91,2017-02-09,10.32,2017-02-09,-1391245.3
2631,type_2,it,2017-08-16,103,100000.0,2017-08-28,3180.87866666667,2017-08-28,-165246.83
4057,type_6,ru,2017-12-12,308,9090.91,2017-12-12,,,-90909.09
2233,type_1,id,2018-07-13,308,9.73,2018-08-09,,,-3.77
1995,type_1,id,2018-04-13,308,1100.0,2018-04-13,2.66488888888889,2018-04-13,-15077.21
4044,type_6,az,2017-12-10,308,9090.91,2017-12-10,,,-90909.09
1193,type_1,id,2017-06-10,308,100.0,2017-06-10,0.153283582089552,2017-06-10,1199.0
5915,type_6,br,2018-11-27,308,9090.91,2018-11-27,,,9090.91
1632,type_1,id,2017-12-19,308,,,,,
3647,type_6,vn,2017-08-31,163,9090.91,2017-08-31,275.285,2017-09-05,-2984574.74
4627,type_6,id,2018-04-08,308,9090.91,2018-04-08,68.208431372549,2018-04-08,6595.95
5203,type_6,"",2018-07-14,308,9090.91,2018-07-14,2.0,2018-07-14,9089.69
3690,type_6,id,2017-09-15,308,9090.91,2017-09-15,1.32967391304348,2017-09-16,-6217202.02
3507,type_6,id,2017-07-25,308,9090.91,2017-07-25,1.28,2017-07-25,-190913.03
4026,type_6,id,2017-12-04,308,9090.91,2017-12-04,,,-90909.09
2451,type_1,id,2018-10-02,308,,,,,
5273,type_6,id,2018-07-26,308,9090.91,2018-07-26,5.80042553191489,2018-07-26,5877.78
2114,type_1,ng,2018-05-30,308,,,,,
3650,type_6,bo,2017-09-01,308,9090.91,2017-09-01,8.22593220338983,2017-09-01,-1292902.3
1372,type_1,id,2017-10-05,308,106.3,2017-10-08,0.18910067114094,2017-10-08,-223.84
3692,type_6,id,2017-09-16,308,9090.91,2017-09-16,0.769397590361446,2017-09-16,-12102450.3
4179,type_6,vn,2018-01-06,308,9090.91,2018-01-06,1.36869863013699,2018-01-07,6383.68
3137,type_6,id,2017-04-14,183,9090.91,2017-04-14,,,-90909.09
2081,type_1,kz,2018-05-20,308,,,,,
5143,type_6,si,2018-07-05,308,9090.91,2018-07-05,7.54545454545455,2018-07-05,9050.39
2779,type_6,ru,2017-01-08,308,9090.91,2017-01-08,,,-90909.09
4779,type_6,id,2018-05-07,308,9090.91,2018-05-07,,,9090.91
1085,type_1,id,2017-03-11,308,19992.8,2017-05-15,,,-57974.96
2045,type_1,id,2018-05-02,308,,,,,
5412,type_6,id,2018-08-24,308,9090.91,2018-08-24,145.128205128205,2018-08-24,90728.2700000009
2854,type_6,ru,2017-01-27,308,9090.91,2017-01-27,1.095,2017-03-16,-190909.65
4419,type_6,"",2018-03-02,308,9090.91,2018-03-02,,,9090.91
5846,type_6,id,2018-11-10,308,9090.91,2018-11-10,,,9090.91
2777,type_6,id,2017-01-07,308,9090.91,2017-01-07,44.0,2017-01-07,-90983.01
4401,type_6,id,2018-02-26,308,9090.91,2018-02-26,,,9090.91
2693,type_3,bg,2018-02-13,116,,,,,
1381,type_1,id,2017-10-09,227,5808.825,2017-10-25,106.8425,2017-10-25,18481.85
2972,type_6,cn,2017-02-28,308,9090.91,2017-02-28,4.40615384615385,2017-02-28,-90934.9
1445,type_1,id,2017-10-30,308,,,,,
3373,type_6,id,2017-06-17,308,9090.91,2017-06-17,2.0,2017-06-17,-490910.67
4300,type_6,id,2018-02-02,308,9090.91,2018-02-02,,,9090.91
4470,type_6,vn,2018-03-09,308,9090.91,2018-03-09,,,9090.91
4714,type_6,"",2018-04-23,308,9090.91,2018-04-23,,,9090.91
3222,type_6,ca,2017-05-04,308,9090.91,2017-05-04,1.00652173913043,2017-05-04,-791187.11
3176,type_6,kr,2017-04-23,308,9090.91,2017-04-23,46.5348571428571,2017-04-23,-92409.27
3530,type_6,id,2017-07-31,308,9090.91,2017-07-31,82.3431818181818,2017-07-31,-5490723.14
3189,type_6,gr,2017-04-25,308,9090.91,2017-04-25,1.0,2017-04-25,-2191657.69
5845,type_6,ng,2018-11-10,308,9090.91,2018-11-10,,,9090.91
3559,type_6,gb,2017-08-06,308,9090.91,2017-08-06,0.2,2017-08-06,-190909.94
4414,type_6,tr,2018-02-28,308,9090.91,2018-02-28,1.135,2018-03-12,9090.3
3102,type_6,id,2017-04-05,308,9090.91,2017-04-05,1.74588235294118,2017-04-05,-2497734.13
4806,type_6,in,2018-05-14,308,9090.91,2018-05-14,,,9090.91
1374,type_1,br,2017-10-06,308,,,,,
1527,type_1,ua,2017-11-21,308,,,,,
1218,type_1,id,2017-07-13,308,50.0,2017-07-13,0.0848888888888889,2017-07-13,396.62
4293,type_6,ru,2018-02-01,308,9090.91,2018-02-01,0.37,2018-05-31,9090.68
5076,type_6,za,2018-06-27,308,9090.91,2018-06-27,,,9090.91
2127,type_1,id,2018-06-04,308,,,,,
2592,type_1,ke,2018-11-28,308,,,,,
3346,type_6,nl,2017-06-09,72,9090.91,2017-06-09,1.03,2017-06-12,-2190937.53
3157,type_6,bd,2017-04-21,308,9090.91,2017-04-21,2.0,2017-04-21,-90911.53
1595,type_1,br,2017-12-10,181,,,,,
2394,type_1,th,2018-09-14,308,,,,,
2009,type_1,br,2018-04-17,308,,,,,
5219,type_6,zw,2018-07-16,308,9090.91,2018-07-16,2.0,2018-07-16,9089.69
3091,type_6,id,2017-04-01,308,9090.91,2017-04-01,,,-90909.09
3645,type_6,in,2017-08-31,308,9090.91,2017-08-31,28.1691666666667,2017-08-31,-2955771.41
3077,type_6,ng,2017-03-29,308,9090.91,2017-03-29,,,-90909.09
2708,type_3,ro,2018-09-25,308,,,,,
3190,type_6,id,2017-04-25,166,9090.91,2017-04-25,,,-90909.09
4108,type_6,id,2017-12-21,308,9090.91,2017-12-21,,,9090.91
5849,type_6,ec,2018-11-12,308,9090.91,2018-11-12,2.0,2018-11-12,4510.11
4337,type_6,id,2018-02-11,308,9090.91,2018-02-11,,,9090.91
1717,type_1,ng,2018-01-18,308,,,,,
3814,type_6,ng,2017-10-16,234,9090.91,2017-10-16,,,-90909.09
4828,type_6,cu,2018-05-17,308,9090.91,2018-05-17,,,9090.91
5880,type_6,vn,2018-11-20,308,9090.91,2018-11-20,,,9090.91
2287,type_1,bo,2018-08-01,308,,,,,
2516,type_1,id,2018-10-28,235,100.0,2018-10-29,1.87428571428571,2018-10-29,98.97
4247,type_6,ru,2018-01-20,308,9090.91,2018-01-20,2.0,2018-02-08,6843.95
2189,type_1,ng,2018-07-01,308,,,,,
2197,type_1,pa,2018-07-02,308,11201.41,2018-07-02,,,-13118.55
