transaction_date,account,total_buy,total_sell,total_deposits,total_withdrawals,count_contracts,count_deposits,count_withdrawals
2018-07-29,2135,0.77,0.59,,,11,0,0
2018-07-28,2135,0.21,0.24,,,3,0,0
2018-07-27,2135,0.07,0.1,,,1,0,0
2018-07-26,2135,0.07,0.18,,,1,0,0
2018-07-25,2135,0.21,0.29,,,3,0,0
2018-07-24,2135,0.66,0.74,,,9,0,0
2018-07-23,2135,0.79,0.85,,,10,0,0
2018-07-22,2135,0.84,0.93,,,12,0,0
2018-07-21,2135,0.14,0.14,,,2,0,0
2018-07-20,2135,0.4,,,,4,0,0
2018-07-19,2135,0.1,,,,1,0,0
2018-07-18,2135,,,70.0,,0,1,0
2018-07-13,2135,,,,130.58,0,0,1
2018-07-12,2135,2.11,2.07,70.0,,30,1,0
2018-07-10,2135,,,,116.81,0,0,1
2018-07-09,2135,0.91,0.86,64.3,,13,1,0
2018-07-07,2135,,,,125.86,0,0,1
2018-07-06,2135,0.35,0.25,,,5,0,0
2018-07-05,2135,0.21,0.25,71.0,,3,1,0
2018-06-29,2135,0.21,0.15,57.7,102.46,3,1,1
2018-06-28,2135,,,,111.9,0,0,1
2018-06-27,2135,2.53,2.05,,,36,0,0
2018-06-26,2135,0.14,0.21,,,2,0,0
2018-06-25,2135,0.84,0.91,,,12,0,0
2018-06-24,2135,0.56,0.63,,,8,0,0
2018-06-23,2135,0.7,0.84,70.0,,10,1,0
2018-06-17,2135,1.48,1.48,,,4,0,0
2018-06-16,2135,2.21,2.11,,,9,0,0
2018-06-15,2135,1.65,1.73,,,13,0,0
2018-06-14,2135,2.92,2.76,,,39,0,0
2018-06-13,2135,5.56,5.02,70.0,,79,1,0
2018-06-05,2091,0.82,0.62,,,2,0,0
2018-05-24,2091,503.44,251.44,25150.0,196.66,2,3,1
2018-06-09,2094,3.61,3.51,,,11,0,0
2018-05-29,2094,503.24,251.14,25000.0,,2,2,0
2018-05-28,2094,,,150.0,196.66,0,1,1
2018-07-08,2095,14.76,13.99,,,129,0,0
2018-07-05,2095,6.23,6.33,,,31,0,0
2018-07-03,2095,29.05,28.13,,,68,0,0
2018-06-27,2095,2.01,1.58,,,2,0,0
2018-06-25,2095,72.37,72.32,,,61,0,0
2018-06-24,2095,2.81,2.34,,,10,0,0
2018-06-23,2095,1.04,0.9,,,1,0,0
2018-06-20,2095,12.46,12.51,,,24,0,0
2018-06-19,2095,9.68,9.04,,,71,0,0
2018-06-12,2095,0.07,0.04,,,1,0,0
2018-06-10,2095,4.52,4.39,,,13,0,0
2018-06-09,2095,1.31,1.04,,,11,0,0
2018-06-08,2095,27.83,22.98,,,28,0,0
2018-06-04,2095,35.37,35.37,,,37,0,0
2018-06-02,2095,18.98,16.97,,,35,0,0
2018-06-01,2095,48.91,47.29,,,65,0,0
2018-05-31,2095,13.06,12.68,,,130,0,0
2018-05-30,2095,149.73,145.43,,,404,0,0
2018-05-29,2095,4.92,4.84,,,29,0,0
2018-05-28,2095,25.44,21.65,,,33,0,0
2018-05-27,2095,1.94,1.29,,,10,0,0
2018-05-26,2095,,,2040.8,,0,1,0
2018-07-12,2096,41.2,31.09,,,15,0,0
2018-07-11,2096,234.74,243.29,,2163.23,79,0,2
2018-07-10,2096,18.09,20.12,1000.0,,9,1,0
2018-06-28,2096,125.95,123.48,,2241.89,33,0,1
2018-06-27,2096,20.1,23.65,,,2,0,0
2018-06-25,2096,53.26,63.3,,1986.23,9,0,1
2018-06-23,2096,40.4,51.09,,2005.9,10,0,1
2018-06-22,2096,168.01,165.12,,,23,0,0
2018-06-21,2096,5.33,6.36,,,14,0,0
2018-06-19,2096,4.21,5.21,,,16,0,0
2018-06-14,2096,0.14,0.07,1000.0,,1,1,0
2018-06-02,2096,29.74,25.99,,,31,0,0
2018-06-01,2096,,,372.2,3933.14,0,1,2
2018-05-31,2096,33.22,33.19,,,14,0,0
2018-05-29,2096,,,2000.0,,0,1,0
2018-05-30,2099,,,100.0,,0,1,0
2018-05-29,2102,4.22,3.21,100.0,,2,1,0
2018-11-27,2387,0.88,0.7,,,10,0,0
2018-11-23,2387,0.29,0.3,,,6,0,0
2018-11-22,2387,2.12,1.91,,,20,0,0
2018-11-21,2387,2.77,2.62,,,38,0,0
2018-11-20,2387,,,,,0,0,0
2018-11-19,2387,0.41,0.31,,,4,0,0
2018-11-16,2387,0.48,0.54,,,6,0,0
2018-11-15,2387,0.45,0.22,,,3,0,0
2018-11-14,2387,0.52,0.35,,,3,0,0
2018-11-13,2387,,,,,0,0,0
2018-11-12,2387,1.07,,58.48,,5,1,0
2018-11-11,2387,,,94.46,,0,1,0
2018-11-09,2387,0.23,0.12,,,1,0,0
2018-11-08,2387,,,,,0,0,0
2018-11-07,2387,0.25,0.24,,,2,0,0
2018-11-06,2387,0.23,0.32,,,2,0,0
2018-11-05,2387,0.23,,,,2,0,0
2018-11-04,2387,,,,121.69,0,0,1
2018-11-02,2387,,,,,0,0,0
2018-11-01,2387,0.34,0.48,,,2,0,0
2018-10-31,2387,0.34,0.17,,,2,0,0
2018-10-30,2387,0.34,0.46,,,2,0,0
2018-10-29,2387,0.35,,,,2,0,0
2018-10-26,2387,,,,,0,0,0
2018-10-25,2387,0.36,,,,2,0,0
2018-10-24,2387,,,,,0,0,0
2018-10-23,2387,0.36,0.35,,,2,0,0
2018-10-22,2387,0.37,,,,2,0,0
2018-10-17,2387,,,,,0,0,0
2018-10-16,2387,0.37,0.36,,,2,0,0
2018-10-15,2387,0.35,,,,2,0,0
2018-10-12,2387,,,,,0,0,0
2018-10-11,2387,0.21,0.42,,,1,0,0
2018-10-10,2387,0.21,0.31,,,1,0,0
2018-10-09,2387,0.43,0.41,,,2,0,0
2018-10-08,2387,0.42,,,,2,0,0
2018-10-05,2387,0.41,1.0,,,2,0,0
2018-10-04,2387,0.41,,,,2,0,0
2018-10-02,2387,,,,,0,0,0
2018-10-01,2387,0.48,,,,3,0,0
2018-09-28,2387,0.34,0.49,,,2,0,0
2018-09-27,2387,0.31,0.45,,,2,0,0
2018-09-26,2387,0.27,0.13,,,2,0,0
2018-09-25,2387,0.28,0.41,,,2,0,0
2018-09-24,2387,0.44,0.22,,,3,0,0
2018-09-21,2387,0.27,0.4,,,2,0,0
2018-09-20,2387,,,,,0,0,0
2018-09-19,2387,0.26,0.21,,,2,0,0
2018-09-17,2387,0.28,0.2,,,3,0,0
2018-09-16,2387,1.01,1.17,,,9,0,0
2018-09-15,2387,1.84,1.7,,,20,0,0
2018-09-14,2387,0.65,0.78,,,7,0,0
2018-09-13,2387,1.91,1.68,64.84,,16,1,0
2018-11-15,2500,3.03,1.63,,,6,0,0
2018-11-14,2500,82.25,77.39,,,246,0,0
2018-11-13,2500,12.62,14.28,,,52,0,0
2018-11-12,2500,,,,786.63,0,0,1
2018-11-10,2500,,,2441.8,4801.97,0,1,1
2018-11-06,2500,27.69,26.79,,,63,0,0
2018-11-05,2500,52.67,53.56,,,108,0,0
2018-11-03,2500,9.32,8.19,,,22,0,0
2018-11-02,2500,6.45,6.61,,,18,0,0
2018-11-01,2500,137.38,136.9,,,291,0,0
2018-10-31,2500,109.97,106.15,,,235,0,0
2018-10-30,2500,28.77,30.74,,,94,0,0
2018-10-29,2500,17.46,18.61,,,61,0,0
2018-10-28,2500,4.43,5.2,,,40,0,0
2018-10-27,2500,28.56,29.74,,,204,0,0
2018-10-26,2500,3.27,3.79,,,25,0,0
2018-10-24,2500,52.49,43.77,,,173,0,0
2018-10-23,2500,20.26,20.72,,,144,0,0
2018-10-22,2500,153.35,143.79,2634.1,,572,1,0
2018-10-21,2500,49.59,54.22,,,240,0,0
2018-10-20,2500,28.52,30.58,,,100,0,0
2018-10-19,2500,18.89,19.77,657.4,,65,1,0
2018-07-25,2122,215.24,210.0,469.7,471.98,340,1,2
2018-07-24,2122,248.26,245.84,444.3,,463,1,0
2018-07-21,2122,211.1,201.49,919.7,,249,1,0
2018-07-20,2122,71.73,66.01,557.3,,81,1,0
2018-07-17,2122,404.87,401.41,1198.0,1828.91,489,2,5
2018-07-12,2122,140.69,126.87,1351.3,,155,1,0
2018-07-11,2122,238.29,230.98,680.8,,473,1,0
2018-07-10,2122,146.14,127.11,1872.2,,166,1,0
2018-06-27,2122,126.75,118.76,1152.6,747.3,111,1,1
2018-06-21,2122,706.03,700.79,609.8,432.65,1047,1,1
2018-06-20,2122,46.51,41.92,449.6,,132,1,0
2018-06-18,2122,919.63,908.41,1724.1,1533.92,594,1,2
2018-06-14,2122,1279.32,1265.81,1104.4,,1630,1,0
2018-06-13,2122,251.83,243.81,750.3,,484,1,0
2018-06-12,2122,124.53,119.61,468.9,,279,1,0
2018-06-10,2122,345.47,337.89,689.6,,623,1,0
2018-06-08,2122,217.87,209.49,794.8,,527,1,0
2018-06-06,2122,293.9,283.07,1020.4,,436,1,0
2018-06-05,2122,567.35,561.19,510.2,,856,1,0
2018-12-10,2201,33.12,32.63,,491.64,154,0,1
2018-12-09,2201,98.13,104.08,,,216,0,0
2018-12-08,2201,36.62,31.46,,491.64,129,0,1
2018-12-07,2201,40.52,44.36,,491.64,180,0,1
2018-12-06,2201,60.45,65.68,,786.63,214,0,1
2018-12-05,2201,119.97,118.54,,,425,0,0
2018-12-04,2201,44.99,47.9,,393.31,210,0,1
2018-12-03,2201,96.54,100.14,,589.97,415,0,1
2018-12-02,2201,61.09,59.23,,,261,0,0
2018-12-01,2201,54.96,61.23,,884.96,275,0,2
2018-11-30,2201,68.9,68.36,,,272,0,0
2018-11-29,2201,131.93,95.97,,,223,0,0
2018-11-28,2201,51.92,57.02,5000.0,,214,1,0
2018-07-06,2201,,,503.9,990.95,0,1,1
2018-07-04,2201,,,500.0,983.28,0,1,1
2018-10-14,2128,,,,3580.53,0,0,1
2018-10-09,2128,,,,6135.69,0,0,1
2018-09-21,2128,,,,9832.84,0,0,1
2018-09-19,2128,,,,37364.8,0,0,1
2018-09-17,2128,,,,39331.37,0,0,1
2018-09-16,2128,,,,29498.53,0,0,1
2018-09-06,2128,,,,3854.47,0,0,1
2018-09-04,2128,0.07,0.07,,,1,0,0
2018-09-01,2128,8.42,9.69,,,116,0,0
2018-08-30,2128,7.22,8.91,,,64,0,0
2018-08-25,2128,188.07,203.78,,,59,0,0
2018-08-24,2128,,,50335.6,,0,3,0
2018-08-17,2128,0.21,0.46,,,3,0,0
2018-08-15,2128,,,10101.0,,0,1,0
2018-07-31,2128,26.9,30.32,,1094.99,91,0,1
2018-07-30,2128,74.18,76.55,,,115,0,0
2018-07-26,2128,39.33,42.62,,1435.4,105,0,1
2018-07-24,2128,1.55,1.72,,,22,0,0
2018-07-23,2128,29.0,32.72,3500.0,,173,1,0
2018-07-18,2128,34.91,39.6,,8944.94,209,0,1
2018-07-17,2128,111.08,109.71,4189.3,,336,1,0
2018-07-16,2128,,,,7080.04,0,0,1
2018-07-15,2128,355.71,362.29,,,453,0,0
2018-07-14,2128,24.58,30.43,,,222,0,0
2018-07-13,2128,7.65,9.53,,985.45,105,0,1
2018-07-12,2128,9.17,11.8,,,123,0,0
2018-07-11,2128,15.85,17.55,,,147,0,0
2018-07-10,2128,15.82,15.76,2381.0,4541.79,121,1,1
2018-07-09,2128,32.76,30.37,2327.0,,114,2,0
2018-07-07,2128,7.5,6.5,,4565.78,54,0,1
2018-07-05,2128,0.42,0.89,,,6,0,0
2018-07-04,2128,1.04,1.75,,,11,0,0
2018-07-01,2128,42.66,44.17,,,69,0,0
2018-06-30,2128,34.3,37.25,,,135,0,0
2018-06-27,2128,3.53,4.81,,,39,0,0
2018-06-26,2128,,,1712.3,,0,1,0
2018-09-15,2158,1.58,1.96,,,16,0,0
2018-07-11,2158,24.3,20.06,,,66,0,0
2018-07-10,2158,23.73,23.01,,,106,0,0
2018-07-09,2158,24.65,27.06,,,134,0,0
2018-07-08,2158,13.6,14.61,,,62,0,0
2018-07-07,2158,18.37,19.41,,,66,0,0
2018-06-24,2158,258.89,250.05,,,926,0,0
2018-06-23,2158,374.83,336.05,,,823,0,0
2018-06-22,2158,289.6,309.13,3400.0,,1091,1,0
2018-06-21,2158,561.08,526.18,1700.0,6686.33,1340,1,1
2018-06-20,2158,124.3,130.93,,1966.57,379,0,1
2018-06-19,2158,202.85,213.59,5000.0,1179.94,611,1,1
2018-09-06,2129,477.59,442.58,3400.0,,40,2,0
2018-08-30,2129,2.01,1.0,100.0,,1,1,0
2018-08-24,2129,18.99,17.93,100.0,,9,1,0
2018-08-20,2129,42.2,36.11,600.0,,4,1,0
2018-08-16,2129,,,,1179.94,0,0,1
2018-08-15,2129,16.91,18.4,450.0,,7,2,0
2018-06-06,2129,24.92,14.84,1000.0,,8,3,0
2018-06-16,2132,12.45,11.88,,,10,0,0
2018-06-15,2132,102.94,95.46,,,82,0,0
2018-06-14,2132,12.27,12.03,689.6,2604.72,7,1,1
2018-06-13,2132,104.75,109.84,,,32,0,0
2018-06-12,2132,46.61,49.8,295.5,,34,1,0
2018-06-11,2132,5.91,2.95,492.6,,4,1,0
2018-06-10,2132,59.85,44.3,788.0,,40,1,0
2018-06-09,2132,5.71,7.2,689.6,,8,1,0
2018-06-12,2138,7.48,6.71,,,18,0,0
2018-06-11,2138,5.23,6.24,,239.92,5,0,1
2018-06-10,2138,95.38,93.36,480.0,393.31,97,1,1
2018-11-15,2140,67.13,,,,1,0,0
2018-11-06,2140,,,,,0,0,0
2018-10-29,2140,59.51,,,,1,0,0
2018-10-23,2140,,,,,0,0,0
2018-10-21,2140,44.91,,,,1,0,0
2018-10-19,2140,,,,,0,0,0
2018-10-10,2140,32.45,,,,1,0,0
2018-10-08,2140,32.36,32.23,,,9,0,0
2018-10-07,2140,,,,,0,0,0
2018-10-06,2140,,,960.0,,0,1,0
2018-10-05,2140,10.16,,,,1,0,0
2018-09-30,2140,,,,,0,0,0
2018-09-24,2140,8.0,7.92,,,1,0,0
2018-09-21,2140,6.83,,,,1,0,0
2018-09-13,2140,7.54,7.67,,,47,0,0
2018-09-12,2140,40.4,33.41,,,18,0,0
2018-09-10,2140,15.07,15.23,,,7,0,0
2018-07-22,2140,4.02,4.21,980.0,,1,1,0
2018-07-21,2140,1513.33,1439.1,,,45,0,0
2018-07-19,2140,643.72,657.41,,,25,0,0
2018-07-02,2140,14.84,20.41,,,1,0,0
2018-06-29,2140,13.37,8.02,,,18,0,0
2018-06-28,2140,9.43,9.98,,,21,0,0
2018-06-27,2140,20.83,21.24,,,48,0,0
2018-06-26,2140,2.61,2.79,,,8,0,0
2018-06-25,2140,2.56,3.0,,,16,0,0
2018-06-18,2140,3.18,3.48,,,3,0,0
2018-06-17,2140,2.3,2.41,,,16,0,0
2018-06-16,2140,6.36,6.76,,,21,0,0
2018-06-15,2140,12.5,13.43,,,33,0,0
2018-06-14,2140,20.33,21.44,,,20,0,0
2018-06-13,2140,7.52,8.23,,,29,0,0
2018-06-12,2140,13.43,14.14,5000.0,,19,1,0
2018-06-11,2141,3.39,2.58,80.0,,20,1,0
2018-12-10,2513,,,,39.33,0,0,1
2018-12-07,2513,,,350.0,629.3,0,2,4
2018-12-06,2513,,,120.0,98.33,0,2,1
2018-12-05,2513,,,100.0,196.66,0,2,2
2018-12-03,2513,,,,145.92,0,0,1
2018-12-02,2513,0.63,0.47,190.0,196.66,9,2,1
2018-11-28,2513,0.64,0.84,78.8,193.9,6,3,3
2018-11-27,2513,0.21,0.11,10.5,,1,1,0
2018-11-25,2513,,,100.0,196.66,0,1,1
2018-11-24,2513,,,600.0,1502.65,0,2,4
2018-11-23,2513,0.34,0.24,,,3,0,0
2018-11-22,2513,,,272.6,196.66,0,1,2
2018-11-21,2513,,,100.0,196.66,0,1,1
2018-11-06,2513,0.56,0.45,,,8,0,0
2018-11-05,2513,0.7,0.64,18.8,,7,1,0
2018-11-04,2513,,,100.0,196.66,0,1,1
2018-11-01,2513,,,100.0,196.66,0,1,1
2018-10-31,2513,,,100.0,196.66,0,1,1
2018-10-30,2513,3.81,3.0,130.0,98.33,35,4,1
2018-07-03,2149,,,64.16,,0,1,0
2018-06-21,2149,,,,475.92,0,0,1
2018-06-20,2149,,,243.78,,0,1,0
2018-06-13,2149,,,338.45,665.59,0,1,1
2018-07-16,2148,9.21,8.82,,,47,0,0
2018-07-13,2148,35.73,32.39,,,210,0,0
2018-07-12,2148,77.37,77.23,,,483,0,0
2018-07-11,2148,0.98,1.23,480.0,,11,1,0
2018-07-11,2155,270.46,279.48,750.0,3343.17,40,1,1
2018-07-08,2155,3.46,2.29,116.5,,6,1,0
2018-07-01,2155,40.44,36.42,149.0,,43,1,0
2018-06-30,2155,10.43,11.41,144.0,,11,1,0
2018-06-26,2155,8.14,7.16,96.0,,12,1,0
2018-06-24,2155,180.08,178.4,133.0,,83,2,0
2018-06-17,2155,12.92,11.91,98.0,,20,1,0
2018-06-21,2157,401.95,200.59,20000.0,,1,1,0
2018-07-25,2159,0.6,0.48,,,3,0,0
2018-07-24,2159,2.01,1.53,,,7,0,0
2018-07-19,2159,3.01,1.5,,,4,0,0
2018-07-17,2159,8.84,6.67,,,14,0,0
2018-07-16,2159,1.21,1.3,,,5,0,0
2018-07-12,2159,1.41,1.61,,,5,0,0
2018-07-11,2159,0.2,0.28,,,1,0,0
2018-07-10,2159,,,987.0,,0,1,0
2018-07-02,2159,,,,1140.61,0,0,1
2018-06-26,2159,168.82,153.47,,,283,0,0
2018-06-25,2159,432.5,437.56,490.1,2241.89,698,1,2
2018-06-24,2159,217.65,220.54,,,413,0,0
2018-06-23,2159,181.48,184.31,1500.0,,393,1,0
2018-07-03,2173,3.61,3.65,,,8,0,0
2018-07-02,2173,1.61,1.58,,,6,0,0
2018-06-24,2173,43.81,39.0,,,61,0,0
2018-06-23,2173,2.61,3.06,500.0,,5,1,0
2018-06-21,2164,20.22,17.12,305.4,,115,3,0
2018-09-19,2169,3.01,1.5,,,1,0,0
2018-09-07,2169,,,150.0,,0,1,0
2018-08-07,2169,,,,153.79,0,0,1
2018-08-06,2169,2.61,2.09,130.0,,4,1,0
2018-07-13,2169,,,,908.16,0,0,1
2018-07-11,2169,20.1,13.74,,,7,0,0
2018-07-10,2169,73.36,77.15,700.0,,26,1,0
2018-06-29,2172,8.97,7.95,100.0,,53,1,0
2018-06-26,2172,4.0,3.39,,,48,0,0
2018-06-25,2172,38.03,36.65,193.5,,319,3,0
2018-07-14,2175,,,,38290.02,0,0,1
2018-07-02,2175,,,18563.69,,0,1,0
2018-06-26,2177,251.81,125.86,12610.0,196.66,2,2,1
2018-07-11,2179,117.03,111.23,,,237,0,0
2018-07-10,2179,44.31,40.68,,,192,0,0
2018-07-06,2179,2.25,1.19,,,6,0,0
2018-07-05,2179,46.12,31.09,,,61,0,0
2018-07-04,2179,28.2,31.79,,,132,0,0
2018-07-03,2179,28.85,27.27,,,122,0,0
2018-07-02,2179,13.69,11.63,,,66,0,0
2018-06-30,2179,229.37,196.88,,,315,0,0
2018-06-29,2179,67.94,74.8,,,97,0,0
2018-06-28,2179,1.59,1.43,,,15,0,0
2018-06-27,2179,1.48,1.43,,,21,0,0
2018-06-26,2179,80.74,72.86,5790.0,,95,2,0
2018-10-03,2230,0.63,0.49,,,9,0,0
2018-10-02,2230,8.22,7.35,100.0,,97,1,0
2018-09-18,2230,21.52,16.46,500.0,,147,1,0
2018-09-12,2230,10.5,9.48,100.0,,105,1,0
2018-09-11,2230,2.25,1.47,,,32,0,0
2018-09-07,2230,16.19,15.87,,,228,0,0
2018-09-05,2230,12.51,12.54,100.0,,123,1,0
2018-09-04,2230,11.3,10.27,,,149,0,0
2018-09-03,2230,5.71,3.19,100.0,,17,1,0
2018-08-31,2230,26.71,27.49,,,201,0,0
2018-08-30,2230,5.07,5.74,100.0,,49,1,0
2018-08-20,2230,19.48,18.66,,,253,0,0
2018-08-16,2230,15.97,14.85,100.0,,227,1,0
2018-08-15,2230,6.12,6.8,100.0,196.66,87,1,1
2018-08-14,2230,9.28,8.41,,,132,0,0
2018-08-13,2230,9.99,10.48,,,142,0,0
2018-08-10,2230,1.97,1.87,,,28,0,0
2018-08-09,2230,3.45,3.06,,,48,0,0
2018-08-08,2230,0.56,0.38,100.0,,8,1,0
2018-08-07,2230,19.33,18.47,100.0,,131,1,0
2018-08-03,2230,0.59,0.3,,,7,0,0
2018-08-02,2230,4.16,4.13,,,54,0,0
2018-08-01,2230,10.79,9.07,100.0,,125,1,0
2018-07-31,2230,13.72,12.93,,,90,0,0
2018-07-30,2230,13.41,14.18,100.0,,76,1,0
2018-07-27,2230,7.69,7.06,,,91,0,0
2018-07-26,2230,2.81,2.68,,,40,0,0
2018-07-25,2230,7.53,6.95,,,84,0,0
2018-07-24,2230,74.98,68.03,300.0,,463,2,0
2018-07-23,2230,82.65,84.48,,,435,0,0
2018-07-20,2230,47.89,49.43,,,287,0,0
2018-07-19,2230,10.8,12.29,,196.66,80,0,1
2018-07-18,2230,,,100.0,,0,1,0
2018-07-02,2187,2.43,1.73,70.0,,5,1,0
2018-06-29,2187,8.3,8.83,50.0,206.29,25,1,1
2018-08-02,2259,14.89,14.44,,,56,0,0
2018-08-01,2259,100.45,99.28,,,271,0,0
2018-07-31,2259,10.42,10.35,145.0,,52,1,0
2018-08-25,2273,0.5,0.25,,,2,0,0
2018-08-17,2273,10.75,10.7,,,107,0,0
2018-08-16,2273,47.48,44.5,,,277,0,0
2018-08-15,2273,28.84,29.79,,,95,0,0
2018-08-14,2273,14.37,15.16,,,63,0,0
2018-08-13,2273,1.81,1.53,,,12,0,0
2018-08-12,2273,2.91,2.97,,,20,0,0
2018-08-08,2273,5.53,5.33,,,40,0,0
2018-08-07,2273,29.64,30.2,,,183,0,0
2018-08-01,2273,298.49,165.87,200.0,,233,1,0
2018-07-31,2273,348.69,371.34,,,1049,0,0
2018-07-30,2273,221.14,234.8,,,651,0,0
2018-07-29,2273,353.02,376.71,,,1034,0,0
2018-07-28,2273,379.4,405.85,,,1159,0,0
2018-07-27,2273,313.21,333.53,,,1187,0,0
2018-07-26,2273,275.6,293.55,,,1106,0,0
2018-07-25,2273,14.68,16.47,200.0,,70,1,0
2018-07-02,2195,0.4,0.2,50.0,,2,1,0
2018-07-06,2197,,,,24319.96,0,0,1
2018-07-02,2197,,,11201.41,,0,1,0
2018-07-06,2199,,,,1171.48,0,0,1
2018-07-05,2199,79.46,76.36,,,196,0,0
2018-07-04,2199,48.1,42.65,,,128,0,0
2018-07-03,2199,63.36,67.7,980.0,,116,1,0
2018-12-06,2204,2.01,1.51,,,2,0,0
2018-12-04,2204,2.01,2.02,,,2,0,0
2018-12-01,2204,4.02,4.04,50.0,,4,1,0
2018-10-03,2205,6.66,5.43,,,21,0,0
2018-10-02,2205,69.48,61.24,,,207,0,0
2018-10-01,2205,91.09,92.98,,,326,0,0
2018-09-30,2205,58.39,57.39,,,198,0,0
2018-09-29,2205,72.71,72.37,,,241,0,0
2018-09-28,2205,49.63,52.94,,,193,0,0
2018-09-27,2205,34.13,35.62,,,145,0,0
2018-09-26,2205,24.54,22.74,500.0,,100,1,0
2018-09-25,2205,66.61,61.92,,,154,0,0
2018-09-24,2205,53.74,50.86,,983.28,144,0,1
2018-09-23,2205,99.08,101.12,,,283,0,0
2018-09-22,2205,69.4,73.77,,,267,0,0
2018-09-21,2205,24.95,23.84,,,63,0,0
2018-09-20,2205,89.75,85.25,,,245,0,0
2018-09-19,2205,35.08,38.6,,,146,0,0
2018-09-18,2205,28.08,30.04,,,100,0,0
2018-09-17,2205,8.26,9.01,500.0,,38,1,0
2018-09-14,2205,37.25,31.21,,983.28,127,0,1
2018-09-13,2205,17.47,19.92,,,98,0,0
2018-09-12,2205,33.32,34.61,,,135,0,0
2018-09-11,2205,23.44,25.21,,,87,0,0
2018-09-10,2205,14.83,15.41,480.0,,37,1,0
2018-09-02,2205,2.04,1.76,,,14,0,0
2018-09-01,2205,13.48,8.63,,,32,0,0
2018-08-31,2205,12.14,13.1,,,48,0,0
2018-08-29,2205,7.69,8.27,,,28,0,0
2018-08-28,2205,53.92,46.64,2060.0,1966.57,67,1,1
2018-08-13,2205,22.74,21.09,,,87,0,0
2018-08-12,2205,33.95,33.02,,,159,0,0
2018-08-11,2205,29.48,26.73,480.0,,112,1,0
2018-08-10,2205,13.16,8.77,,,31,0,0
2018-08-09,2205,12.57,10.98,,,53,0,0
2018-08-08,2205,10.46,11.69,480.0,,72,1,0
2018-07-31,2205,1.97,1.38,,,8,0,0
2018-07-28,2205,158.83,128.85,,,288,0,0
2018-07-27,2205,96.73,102.74,,,420,0,0
2018-07-26,2205,131.01,136.09,,,423,0,0
2018-07-25,2205,265.72,260.99,790.0,1573.25,990,1,1
2018-07-24,2205,67.39,71.69,23.5,,221,1,0
2018-07-23,2205,83.73,77.4,1640.0,,155,2,0
2018-07-21,2205,5.81,6.25,490.0,,32,1,0
2018-07-20,2205,18.32,17.16,,,76,0,0
2018-07-19,2205,120.4,110.84,500.0,1966.57,384,1,1
2018-07-18,2205,82.83,88.98,,,405,0,0
2018-07-17,2205,61.26,67.49,,,392,0,0
2018-07-16,2205,166.24,150.24,870.0,,400,2,0
2018-07-15,2205,162.25,168.21,,,396,0,0
2018-07-13,2205,28.5,30.6,400.0,,146,1,0
2018-07-12,2205,128.42,120.1,400.0,294.99,310,2,1
2018-07-11,2205,108.33,108.38,,589.97,435,0,1
2018-07-10,2205,39.8,37.26,450.0,,187,1,0
2018-07-09,2205,49.36,51.11,,884.96,194,0,2
2018-07-08,2205,8.44,11.43,,,8,0,0
2018-07-07,2205,,,,235.99,0,0,1
2018-07-06,2205,29.95,32.45,500.0,,129,1,0
2018-07-13,2213,,,,,0,0,0
2018-07-12,2213,3.59,3.26,,,48,0,0
2018-07-11,2213,19.97,18.95,,,262,0,0
2018-07-10,2213,49.4,48.1,250.1,,658,1,0
2018-07-10,2222,2.31,2.07,35.4,,7,1,0
2018-07-10,2216,8.04,6.08,200.0,,4,1,0
2018-11-27,2219,2.81,2.36,,,6,0,0
2018-11-09,2219,4.22,3.17,,,9,0,0
2018-11-08,2219,1.21,1.33,,,2,0,0
2018-11-07,2219,5.02,4.96,,,17,0,0
2018-11-06,2219,3.01,2.39,,,11,0,0
2018-11-05,2219,,,200.0,,0,1,0
2018-08-21,2219,8.56,6.37,,,12,0,0
2018-08-20,2219,0.8,0.78,,,2,0,0
2018-08-17,2219,4.6,5.91,,,8,0,0
2018-08-16,2219,2.61,1.65,,,5,0,0
2018-08-15,2219,3.7,4.58,,,11,0,0
2018-08-14,2219,3.01,2.4,,294.99,3,0,1
2018-08-13,2219,6.63,5.09,,,12,0,0
2018-08-09,2219,11.25,14.0,,,7,0,0
2018-08-07,2219,2.41,2.25,,,4,0,0
2018-08-03,2219,2.41,1.2,,,2,0,0
2018-08-02,2219,,,300.0,,0,1,0
2018-08-01,2219,6.23,4.73,,,10,0,0
2018-07-31,2219,8.64,7.16,,,11,0,0
2018-07-30,2219,9.04,7.62,,,12,0,0
2018-07-27,2219,2.01,2.39,,,4,0,0
2018-07-26,2219,9.65,11.79,,,11,0,0
2018-07-25,2219,2.11,2.18,,,7,0,0
2018-07-24,2219,8.04,8.19,,,19,0,0
2018-07-23,2219,0.8,0.58,,,4,0,0
2018-07-20,2219,6.43,5.08,,,12,0,0
2018-07-19,2219,3.82,5.24,,,8,0,0
2018-07-18,2219,1.43,1.66,,,4,0,0
2018-07-16,2219,3.59,3.27,,,10,0,0
2018-07-13,2219,4.32,4.34,,,10,0,0
2018-07-12,2219,2.21,2.69,,,6,0,0
2018-07-11,2219,0.84,0.92,,,3,0,0
2018-07-10,2219,2.15,2.52,,,9,0,0
2018-07-09,2219,1.0,1.03,100.0,,5,1,0
2018-10-19,2226,26.91,23.77,,,16,0,0
2018-10-18,2226,9.74,10.2,262.04,,6,1,0
